,GANBLR++-LR,GANBLR++-MLP,GANBLR++-RF,GANBLR++-XGB,GANBLR++-AVG,GANBLR-LR,GANBLR-MLP,GANBLR-RF,GANBLR-XGB,GANBLR-AVG,CTGAN-LR,CTGAN-MLP,CTGAN-RF,CTGAN-XGB,CTGAN-AVG,NB-LR,NB-MLP,NB-RF,NB-XGB,NB-AVG,RLiG-LR,RLiG-MLP,RLiG-RF,RLiG-AVG,GREAT-LR,GREAT-MLP,GREAT-RF,GREAT-XGB,GREAT-AVG,TABSYN-LR,TABSYN-MLP,TABSYN-RF,TABSYN-XGB,TABSYN-AVG
Maternal Health,0.9186351706036745,0.9072615923009625,0.9028871391076115,0.9133858267716536,0.9105424321959755,0.9173228346456693,0.9046369203849519,0.8976377952755906,0.9081364829396326,0.906933508311461,0.45931758530183725,0.5271216097987752,0.5590551181102362,0.5538057742782152,0.524825021872266,0.5721784776902887,0.5721784776902887,0.5721784776902887,0.5721784776902887,0.5721784776902887,0.9168853893263341,0.9055118110236219,0.9133858267716536,0.9119276757072031,0.24540682414698164,0.29965004374453197,0.194663167104112,0.24934383202099739,0.24726596675415577,0.6561679790026247,0.5590551181102362,0.5988626421697288,0.5984251968503937,0.6031277340332458
Loan,0.6822916666666666,0.6770833333333334,0.6649305555555557,0.65625,0.670138888888889,0.7291666666666666,0.7118055555555555,0.6597222222222222,0.6510416666666666,0.6879340277777777,0.609375,0.6440972222222222,0.546875,0.5520833333333334,0.588107638888889,0.6510416666666666,0.6510416666666666,0.6510416666666666,0.6510416666666666,0.6510416666666666,0.6944444444444445,0.7725694444444445,0.7777777777777778,0.7482638888888888,0.3177083333333333,0.18923611111111108,0.2916666666666667,0.2916666666666667,0.2725694444444445,0.640625,0.6510416666666666,0.5590277777777778,0.5572916666666666,0.6019965277777777
