,GANBLR++-LR,GANBLR++-MLP,GANBLR++-RF,GANBLR++-XGB,GANBLR++-AVG,GANBLR-LR,GANBLR-MLP,GANBLR-RF,GANBLR-XGB,GANBLR-AVG,CTGAN-LR,CTGAN-MLP,CTGAN-RF,CTGAN-XGB,CTGAN-AVG,NB-LR,NB-MLP,NB-RF,NB-XGB,NB-AVG,RLiG-LR,RLiG-MLP,RLiG-RF,RLiG-AVG,GREAT-LR,GREAT-MLP,GREAT-RF,GREAT-XGB,GREAT-AVG,TABSYN-LR,TABSYN-MLP,TABSYN-RF,TABSYN-XGB,TABSYN-AVG
Rice,0.9186351706036745,0.9033245844269467,0.9037620297462817,0.9146981627296588,0.9101049868766404,0.9173228346456693,0.9133858267716536,0.8972003499562554,0.9081364829396326,0.9090113735783026,0.45931758530183725,0.5586176727909011,0.5511811023622047,0.5538057742782152,0.5307305336832896,0.5721784776902887,0.5721784776902887,0.5721784776902887,0.5721784776902887,0.5721784776902887,0.9081364829396326,0.8897637795275591,0.9037620297462817,0.9005540974044911,0.24540682414698164,0.3079615048118985,0.2020997375328084,0.23359580052493442,0.24726596675415577,0.6561679790026247,0.5818022747156606,0.5796150481189851,0.5984251968503937,0.604002624671916
Car,0.6822916666666666,0.685763888888889,0.6475694444444445,0.65625,0.66796875,0.7291666666666666,0.6944444444444443,0.6631944444444445,0.6510416666666666,0.6844618055555555,0.609375,0.6545138888888888,0.5711805555555555,0.5520833333333334,0.5967881944444445,0.6510416666666666,0.6371527777777778,0.6510416666666666,0.6510416666666666,0.6475694444444443,0.7222222222222222,0.7743055555555557,0.7395833333333334,0.7453703703703703,0.3177083333333333,0.22916666666666666,0.2899305555555556,0.2916666666666667,0.2821180555555556,0.640625,0.6354166666666666,0.5729166666666666,0.5572916666666666,0.6015624999999999
